                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.77636,                 2.1392,                 1.9898,                 0.4349,                0.30273,                 0.3461,                0.27498,                0.84963,                 2.7803,                 2.0728,             0.00088957,             0.00088957,             0.00088957
                    152,                0.76105,                 2.0866,                 1.9708,                0.44376,                 0.2971,                0.34398,                0.27342,                0.85169,                 2.8159,                 2.0792,             0.00082883,             0.00082883,             0.00082883
                    153,                0.76374,                 2.0592,                 1.9724,                0.45044,                0.29075,                0.34073,                0.27103,                0.85419,                  2.853,                  2.086,              0.0007681,              0.0007681,              0.0007681
                    154,                0.70078,                 1.6422,                 1.8902,                0.45316,                0.28273,                0.33828,                0.26899,                0.85705,                 2.8937,                 2.0934,             0.00070736,             0.00070736,             0.00070736
                    155,                0.68401,                 1.5564,                 1.8636,                0.49175,                0.27412,                0.33529,                0.26698,                0.85967,                 2.9366,                 2.1012,             0.00064663,             0.00064663,             0.00064663
                    156,                0.67082,                  1.501,                  1.845,                0.50009,                0.26615,                0.33263,                0.26512,                0.86237,                 2.9833,                 2.1096,             0.00058589,             0.00058589,             0.00058589
                    157,                 0.6656,                 1.4302,                 1.8362,                0.53519,                0.25542,                0.32888,                0.26191,                0.86545,                 3.0335,                 2.1184,             0.00052515,             0.00052515,             0.00052515
                    158,                0.65348,                 1.3965,                 1.8186,                0.53512,                0.24588,                0.32623,                0.25927,                0.86922,                 3.0882,                 2.1283,             0.00046442,             0.00046442,             0.00046442
                    159,                0.64153,                 1.3184,                 1.8018,                0.53559,                0.23933,                0.32252,                0.25649,                0.87317,                 3.1463,                 2.1391,             0.00040368,             0.00040368,             0.00040368
                    160,                0.63161,                 1.2708,                 1.7815,                0.54288,                0.23132,                0.31885,                0.25389,                0.87816,                 3.2078,                 2.1512,             0.00034294,             0.00034294,             0.00034294
                    161,                0.62222,                 1.2162,                 1.7699,                0.54732,                0.22516,                0.31294,                0.24936,                0.88294,                 3.2724,                 2.1637,             0.00028221,             0.00028221,             0.00028221
                    162,                0.60933,                  1.154,                 1.7575,                0.55094,                0.21244,                0.30681,                0.24408,                0.88823,                 3.3411,                  2.177,             0.00022147,             0.00022147,             0.00022147
                    163,                0.59932,                 1.1078,                 1.7437,                0.58888,                 0.2078,                0.30258,                 0.2409,                0.89405,                 3.4124,                 2.1909,             0.00016074,             0.00016074,             0.00016074
