                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.79961,                0.44052,                0.94331,                 0.9586,                0.97398,                0.98004,                0.78132,                0.81266,                0.68779,                0.87485,              0.0018716,              0.0018716,              0.0018716
                    158,                0.79346,                0.43455,                0.94031,                0.95756,                0.97406,                0.98001,                0.78225,                0.81164,                0.68366,                0.87451,              0.0018195,              0.0018195,              0.0018195
                    159,                0.77543,                0.42576,                 0.9331,                0.95754,                0.97442,                0.97996,                 0.7832,                0.81077,                0.67846,                0.87431,              0.0017674,              0.0017674,              0.0017674
                    160,                0.78552,                0.43203,                0.93715,                0.95647,                0.97492,                0.97987,                0.78319,                0.80961,                0.67199,                0.87381,              0.0017153,              0.0017153,              0.0017153
                    161,                0.78207,                0.43314,                0.93898,                0.95654,                0.97418,                0.97995,                0.78401,                0.80952,                0.66616,                0.87344,              0.0016632,              0.0016632,              0.0016632
                    162,                0.76981,                 0.4229,                0.93311,                0.95807,                0.97433,                0.98002,                0.78389,                0.80829,                 0.6608,                0.87314,              0.0016111,              0.0016111,              0.0016111
                    163,                0.77059,                0.42221,                 0.9289,                0.95907,                0.97461,                0.98009,                0.78501,                0.80683,                0.65669,                0.87266,              0.0015589,              0.0015589,              0.0015589
                    164,                0.76937,                0.41888,                0.93228,                0.95904,                0.97374,                0.98012,                0.78502,                0.80603,                0.64998,                0.87195,              0.0015068,              0.0015068,              0.0015068
                    165,                0.76405,                0.42086,                0.92977,                0.95917,                0.97331,                0.98011,                0.78502,                0.80472,                0.64505,                0.87139,              0.0014547,              0.0014547,              0.0014547
                    166,                0.75053,                0.40952,                0.92671,                0.95914,                0.97311,                0.97978,                0.78607,                0.80302,                0.63909,                0.87097,              0.0014026,              0.0014026,              0.0014026
                    167,                0.75213,                0.41233,                0.92373,                0.96052,                0.97292,                0.98014,                  0.787,                0.80241,                0.63076,                0.87072,              0.0013505,              0.0013505,              0.0013505
                    168,                0.75669,                0.41566,                0.92512,                0.96063,                0.97292,                0.98016,                0.78709,                0.80128,                0.62575,                0.87027,              0.0012984,              0.0012984,              0.0012984
                    169,                0.75281,                0.41439,                0.92903,                0.96355,                0.97285,                0.98016,                0.78765,                0.79976,                0.62116,                0.86994,              0.0012463,              0.0012463,              0.0012463
                    170,                0.73891,                0.40466,                0.92226,                0.96355,                0.97276,                0.98012,                0.78723,                0.79852,                0.61797,                0.86946,              0.0011942,              0.0011942,              0.0011942
                    171,                0.74037,                0.40484,                0.92106,                0.96349,                0.97359,                0.98022,                0.78875,                0.79724,                0.61393,                0.86906,              0.0011421,              0.0011421,              0.0011421
                    172,                0.72963,                0.40143,                0.92029,                0.96294,                0.97442,                0.98024,                0.78839,                0.79593,                0.60793,                0.86878,                0.00109,                0.00109,                0.00109
                    173,                0.73096,                0.40107,                0.91781,                 0.9629,                0.97481,                0.98041,                0.78986,                0.79466,                0.60511,                0.86842,              0.0010379,              0.0010379,              0.0010379
                    174,                0.72376,                0.39583,                0.91712,                0.96304,                0.97524,                0.98035,                0.78977,                0.79306,                 0.5963,                0.86795,             0.00098579,             0.00098579,             0.00098579
                    175,                0.72018,                 0.3951,                0.91438,                 0.9617,                0.97379,                0.97884,                0.78924,                  0.791,                0.59537,                0.86701,             0.00093368,             0.00093368,             0.00093368
                    176,                0.72404,                0.39956,                0.91466,                0.96267,                0.97286,                0.97874,                0.79016,                0.78932,                0.59062,                 0.8667,             0.00088158,             0.00088158,             0.00088158
                    177,                0.71352,                0.39452,                0.91364,                0.96274,                0.97333,                0.97879,                0.79101,                0.78761,                0.58605,                0.86611,             0.00082947,             0.00082947,             0.00082947
                    178,                 0.7088,                0.39043,                0.91369,                0.96277,                0.97392,                0.97776,                0.79156,                0.78705,                0.58107,                0.86582,             0.00077737,             0.00077737,             0.00077737
                    179,                0.69948,                0.38923,                0.91072,                0.96274,                0.97458,                0.97782,                0.79302,                0.78549,                0.57613,                0.86537,             0.00072526,             0.00072526,             0.00072526
                    180,                0.69653,                0.38755,                0.90671,                0.96235,                0.97473,                0.97795,                0.79351,                0.78526,                0.57319,                0.86501,             0.00067316,             0.00067316,             0.00067316
                    181,                0.66194,                0.32727,                0.89944,                 0.9622,                 0.9748,                0.97798,                0.79398,                0.78435,                0.56871,                0.86445,             0.00062105,             0.00062105,             0.00062105
                    182,                0.64014,                 0.3194,                0.89257,                0.96239,                0.97483,                  0.978,                0.79362,                0.78274,                0.56293,                0.86432,             0.00056895,             0.00056895,             0.00056895
                    183,                0.62807,                 0.3162,                 0.8898,                0.96259,                0.97491,                0.97804,                0.79426,                0.78146,                0.55693,                0.86395,             0.00051684,             0.00051684,             0.00051684
                    184,                0.62379,                0.31219,                0.89086,                0.96284,                0.97454,                0.97813,                0.79604,                0.78001,                0.55175,                0.86352,             0.00046474,             0.00046474,             0.00046474
                    185,                0.61707,                 0.3076,                 0.8801,                0.96277,                0.97326,                0.97812,                0.79688,                 0.7778,                0.54483,                0.86301,             0.00041263,             0.00041263,             0.00041263
                    186,                0.60934,                0.30788,                0.88188,                 0.9649,                 0.9719,                0.97822,                0.79717,                0.77666,                0.53986,                0.86267,             0.00036053,             0.00036053,             0.00036053
                    187,                0.60618,                 0.3035,                   0.88,                0.96514,                0.97179,                0.97833,                0.79652,                0.77505,                0.53219,                0.86231,             0.00030842,             0.00030842,             0.00030842
                    188,                0.59936,                0.30057,                0.87368,                0.96332,                0.97243,                0.97842,                0.79772,                0.77388,                 0.5271,                0.86169,             0.00025632,             0.00025632,             0.00025632
                    189,                0.59731,                0.30048,                0.87725,                0.96488,                0.97218,                0.97841,                0.79769,                0.77257,                0.52238,                0.86149,             0.00020421,             0.00020421,             0.00020421
                    190,                0.59571,                 0.2989,                0.87817,                0.96674,                0.97172,                0.97847,                0.79809,                 0.7713,                0.51813,                0.86106,             0.00015211,             0.00015211,             0.00015211
