                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.3826,                0.91587,                 1.1874,                0.91496,                0.89916,                0.93914,                0.60935,                 1.1732,                 1.8282,                 1.0557,              0.0087495,              0.0087495,              0.0087495
                     26,                 1.3814,                0.89635,                 1.1949,                0.93462,                0.91469,                0.95583,                0.62132,                 1.1565,                 1.6381,                 1.0411,              0.0086974,              0.0086974,              0.0086974
                     27,                 1.3751,                0.88297,                 1.1891,                0.92718,                 0.9365,                0.96521,                 0.6123,                 1.1581,                 1.9325,                   1.05,              0.0086453,              0.0086453,              0.0086453
                     28,                 1.3704,                0.88768,                 1.1808,                0.92914,                0.92323,                0.95756,                0.63232,                  1.125,                 1.7151,                 1.0348,              0.0085932,              0.0085932,              0.0085932
                     29,                 1.3599,                0.88437,                  1.182,                0.92829,                0.90876,                0.94862,                0.63288,                 1.1396,                 1.3931,                  1.038,              0.0085411,              0.0085411,              0.0085411
                     30,                 1.3587,                0.88046,                 1.1827,                0.93004,                0.92689,                0.95839,                0.62997,                 1.1387,                 1.7271,                 1.0333,              0.0084889,              0.0084889,              0.0084889
                     31,                  1.346,                0.86572,                 1.1681,                 0.9301,                0.93521,                0.96014,                0.64595,                 1.0945,                 1.6483,                 1.0224,              0.0084368,              0.0084368,              0.0084368
                     32,                 1.3413,                 0.8588,                  1.165,                0.93749,                0.93216,                0.95806,                0.63866,                 1.1257,                 1.5625,                 1.0217,              0.0083847,              0.0083847,              0.0083847
                     33,                 1.3291,                0.86342,                  1.164,                0.93156,                0.94107,                0.96224,                0.64742,                 1.1086,                 1.5708,                 1.0192,              0.0083326,              0.0083326,              0.0083326
                     34,                 1.3308,                0.85123,                 1.1656,                0.93184,                0.93897,                0.96128,                 0.6477,                 1.1069,                 1.3797,                 1.0171,              0.0082805,              0.0082805,              0.0082805
                     35,                 1.3197,                0.84767,                 1.1589,                0.92008,                0.93169,                0.95703,                0.64244,                 1.0927,                 1.7388,                 1.0148,              0.0082284,              0.0082284,              0.0082284
                     36,                  1.318,                0.83488,                 1.1635,                0.91023,                 0.9328,                0.95855,                0.65534,                 1.0862,                 1.6398,                 1.0012,              0.0081763,              0.0081763,              0.0081763
                     37,                 1.3133,                0.83491,                 1.1499,                0.93205,                0.94451,                0.95829,                 0.6603,                 1.0789,                 1.5338,                 1.0024,              0.0081242,              0.0081242,              0.0081242
                     38,                 1.2925,                0.82332,                 1.1435,                0.93062,                0.93999,                0.96054,                0.65832,                 1.0681,                 1.4988,                0.99027,              0.0080721,              0.0080721,              0.0080721
                     39,                  1.286,                0.81486,                 1.1413,                0.93742,                0.94133,                0.96264,                0.66447,                 1.0879,                 1.6266,                 1.0028,                0.00802,                0.00802,                0.00802
                     40,                 1.2864,                0.82439,                 1.1419,                0.93295,                0.94392,                0.96458,                0.67019,                 1.0519,                 1.4404,                0.99131,              0.0079679,              0.0079679,              0.0079679
                     41,                 1.2849,                0.80285,                 1.1433,                0.92446,                0.94766,                0.96106,                0.66646,                 1.0613,                 1.4838,                0.98998,              0.0079158,              0.0079158,              0.0079158
                     42,                 1.2763,                0.80018,                 1.1367,                0.92805,                 0.9416,                 0.9595,                0.65922,                 1.0647,                 1.3071,                0.99823,              0.0078637,              0.0078637,              0.0078637
                     43,                  1.277,                0.79837,                 1.1334,                0.92969,                0.94856,                  0.964,                  0.668,                 1.0433,                   1.41,                0.98523,              0.0078116,              0.0078116,              0.0078116
                     44,                 1.2707,                0.79268,                 1.1307,                0.93703,                0.94671,                 0.9607,                0.66734,                 1.0581,                 1.3685,                0.98775,              0.0077595,              0.0077595,              0.0077595
                     45,                 1.2779,                0.79575,                 1.1322,                0.93315,                0.94273,                0.96628,                0.66731,                 1.0549,                  1.453,                0.98789,              0.0077074,              0.0077074,              0.0077074
                     46,                  1.264,                0.79304,                 1.1344,                0.93628,                 0.9491,                0.95941,                 0.6829,                 1.0371,                 1.3542,                0.97712,              0.0076553,              0.0076553,              0.0076553
                     47,                 1.2572,                0.78277,                 1.1307,                0.94564,                0.95326,                0.96782,                 0.6833,                 1.0305,                 1.3743,                0.97062,              0.0076032,              0.0076032,              0.0076032
                     48,                 1.2581,                  0.774,                 1.1291,                0.93486,                0.95537,                0.97013,                0.67876,                 1.0373,                 1.4545,                0.97435,              0.0075511,              0.0075511,              0.0075511
                     49,                 1.2452,                0.77098,                 1.1247,                 0.9537,                0.95063,                0.97129,                0.68851,                   1.02,                 1.3263,                0.96759,              0.0074989,              0.0074989,              0.0074989
                     50,                  1.239,                0.76284,                  1.117,                0.94277,                0.95517,                0.96773,                 0.6908,                 1.0139,                  1.259,                0.96668,              0.0074468,              0.0074468,              0.0074468
                     51,                 1.2277,                0.75788,                 1.1119,                0.94469,                 0.9592,                0.96684,                0.69119,                  1.018,                 1.2175,                0.96691,              0.0073947,              0.0073947,              0.0073947
                     52,                 1.2313,                0.76607,                 1.1216,                0.93193,                 0.9554,                0.96591,                0.69952,                 1.0064,                 1.2658,                0.96602,              0.0073426,              0.0073426,              0.0073426
                     53,                  1.215,                0.74192,                 1.1123,                0.94909,                0.95999,                0.96857,                 0.6997,                 1.0005,                 1.2321,                0.96241,              0.0072905,              0.0072905,              0.0072905
                     54,                  1.225,                0.75939,                 1.1096,                 0.9345,                0.95094,                0.96735,                0.70149,                0.99279,                 1.2759,                0.95979,              0.0072384,              0.0072384,              0.0072384
                     55,                 1.2091,                0.74416,                 1.1025,                0.93465,                0.95008,                0.96333,                0.69704,                0.98957,                 1.3506,                0.95452,              0.0071863,              0.0071863,              0.0071863
                     56,                 1.2159,                0.73547,                 1.1085,                0.93646,                0.95404,                 0.9662,                0.70001,                  0.989,                 1.2307,                0.95517,              0.0071342,              0.0071342,              0.0071342
                     57,                 1.2129,                0.73022,                 1.1077,                0.94245,                0.95791,                0.96653,                0.69838,                0.98558,                 1.2219,                0.95131,              0.0070821,              0.0070821,              0.0070821
                     58,                  1.199,                0.72872,                 1.1007,                0.93078,                0.96002,                 0.9683,                0.69952,                0.98112,                 1.2225,                0.94952,                0.00703,                0.00703,                0.00703
                     59,                 1.1967,                0.72808,                 1.1039,                0.94508,                 0.9619,                 0.9728,                 0.7068,                0.97768,                 1.1605,                0.94799,              0.0069779,              0.0069779,              0.0069779
                     60,                 1.2011,                0.73484,                 1.1013,                0.94224,                0.95302,                0.97065,                0.71214,                0.96518,                 1.0586,                0.94424,              0.0069258,              0.0069258,              0.0069258
                     61,                 1.2009,                0.72948,                 1.0984,                0.94467,                0.95272,                0.97061,                0.71321,                0.96205,                 1.0604,                0.94384,              0.0068737,              0.0068737,              0.0068737
                     62,                 1.1878,                0.71564,                 1.0967,                 0.9415,                0.95804,                0.96936,                0.71691,                 0.9642,                0.96384,                 0.9464,              0.0068216,              0.0068216,              0.0068216
                     63,                 1.1807,                 0.7159,                 1.0915,                0.93894,                  0.954,                0.96631,                0.71317,                0.97069,                0.97901,                0.94915,              0.0067695,              0.0067695,              0.0067695
                     64,                 1.1851,                0.71364,                 1.0903,                0.94409,                0.94588,                0.96312,                0.71419,                0.96404,                0.95796,                 0.9464,              0.0067174,              0.0067174,              0.0067174
                     65,                 1.1735,                0.70964,                  1.088,                0.93889,                0.96015,                0.97106,                0.71411,                 0.9694,                 1.0802,                0.94588,              0.0066653,              0.0066653,              0.0066653
                     66,                 1.1719,                0.70895,                 1.0869,                0.94641,                0.96226,                0.97151,                0.71905,                0.96025,                 1.1337,                0.94398,              0.0066132,              0.0066132,              0.0066132
                     67,                 1.1714,                0.70693,                 1.0826,                0.94491,                0.96113,                0.96999,                0.71632,                0.96257,                 1.1147,                0.94378,              0.0065611,              0.0065611,              0.0065611
                     68,                 1.1586,                0.70711,                 1.0815,                0.94236,                0.95813,                0.96951,                0.71513,                0.96212,                 1.1096,                0.94245,              0.0065089,              0.0065089,              0.0065089
                     69,                 1.1636,                0.69835,                 1.0832,                0.94314,                0.95655,                0.97532,                0.72057,                0.96197,                 1.0896,                0.94033,              0.0064568,              0.0064568,              0.0064568
                     70,                 1.1597,                0.69285,                 1.0868,                0.94218,                0.95953,                  0.974,                0.72258,                0.95941,                 1.1184,                0.93776,              0.0064047,              0.0064047,              0.0064047
                     71,                 1.1483,                0.68805,                 1.0747,                0.94066,                0.96399,                0.97501,                0.71946,                0.95937,                 1.0966,                0.93554,              0.0063526,              0.0063526,              0.0063526
                     72,                 1.1553,                0.69795,                 1.0798,                0.95054,                0.96786,                0.97601,                0.72231,                 0.9595,                 1.0617,                0.93393,              0.0063005,              0.0063005,              0.0063005
                     73,                 1.1445,                0.68663,                 1.0776,                0.95259,                0.96435,                 0.9739,                0.72374,                0.95169,                 0.9787,                0.93318,              0.0062484,              0.0062484,              0.0062484
                     74,                 1.1293,                0.67596,                 1.0679,                0.95634,                0.96637,                0.97519,                0.72752,                0.94386,                0.92898,                0.92933,              0.0061963,              0.0061963,              0.0061963
                     75,                 1.1361,                0.68335,                 1.0734,                0.94613,                0.96488,                0.97513,                0.72839,                0.93654,                0.94329,                0.92787,              0.0061442,              0.0061442,              0.0061442
                     76,                 1.1159,                0.66667,                 1.0619,                0.94388,                0.96636,                0.97368,                0.72815,                0.93007,                0.95031,                0.92534,              0.0060921,              0.0060921,              0.0060921
                     77,                 1.1247,                0.66225,                  1.063,                0.94878,                0.96284,                0.97354,                0.73024,                 0.9304,                0.93709,                 0.9252,                0.00604,                0.00604,                0.00604
                     78,                 1.1183,                0.66304,                 1.0636,                0.94906,                0.96312,                0.97329,                0.72993,                0.92705,                0.95321,                0.92355,              0.0059879,              0.0059879,              0.0059879
                     79,                 1.1174,                0.65764,                 1.0651,                0.94187,                0.96139,                0.97258,                0.73452,                0.92152,                0.96533,                0.92153,              0.0059358,              0.0059358,              0.0059358
                     80,                   1.12,                0.66478,                 1.0623,                0.95061,                0.95655,                0.97328,                0.73672,                0.91507,                0.95713,                0.91958,              0.0058837,              0.0058837,              0.0058837
                     81,                 1.1192,                0.65466,                 1.0602,                0.94853,                0.96101,                 0.9735,                0.73769,                0.91144,                 0.9428,                0.91798,              0.0058316,              0.0058316,              0.0058316
                     82,                 1.1016,                0.65241,                 1.0607,                0.94986,                0.96232,                0.97349,                0.74047,                0.90871,                0.95455,                0.91796,              0.0057795,              0.0057795,              0.0057795
                     83,                  1.103,                0.64884,                 1.0571,                0.94745,                0.96356,                0.97321,                0.73876,                0.91093,                0.97138,                0.91826,              0.0057274,              0.0057274,              0.0057274
                     84,                 1.1018,                0.65104,                 1.0601,                0.94509,                0.96265,                0.97405,                0.73847,                0.91077,                0.99482,                0.91792,              0.0056753,              0.0056753,              0.0056753
                     85,                 1.0976,                0.65028,                 1.0564,                0.94983,                0.95243,                0.97306,                 0.7392,                0.91028,                 1.0104,                0.91737,              0.0056232,              0.0056232,              0.0056232
                     86,                 1.0966,                0.63781,                 1.0501,                0.94964,                  0.963,                0.97395,                0.73912,                0.90912,                0.99987,                0.91687,              0.0055711,              0.0055711,              0.0055711
                     87,                 1.0821,                0.63506,                 1.0538,                0.95224,                0.95655,                0.97375,                0.74041,                0.90738,                 1.0038,                0.91643,              0.0055189,              0.0055189,              0.0055189
                     88,                 1.0876,                0.63966,                 1.0559,                0.95605,                0.95952,                0.97607,                0.74163,                0.90667,                 1.0083,                0.91645,              0.0054668,              0.0054668,              0.0054668
                     89,                 1.0771,                0.62119,                 1.0468,                0.95209,                0.96101,                0.97632,                0.74044,                0.90521,                 1.0072,                0.91566,              0.0054147,              0.0054147,              0.0054147
                     90,                 1.0834,                0.63593,                 1.0478,                0.95253,                0.96122,                0.97636,                0.74225,                0.90253,                 1.0065,                0.91417,              0.0053626,              0.0053626,              0.0053626
                     91,                 1.0755,                0.62309,                  1.049,                  0.952,                0.96163,                0.97656,                0.74422,                0.90288,                0.99907,                0.91371,              0.0053105,              0.0053105,              0.0053105
                     92,                 1.0618,                 0.6218,                 1.0386,                 0.9521,                0.96506,                0.97697,                0.74461,                0.89936,                0.98462,                0.91198,              0.0052584,              0.0052584,              0.0052584
                     93,                 1.0688,                0.61621,                 1.0457,                0.95154,                0.96719,                0.97706,                0.74655,                0.89659,                0.97035,                0.91081,              0.0052063,              0.0052063,              0.0052063
                     94,                 1.0574,                0.61658,                 1.0478,                0.95101,                0.96621,                0.97707,                0.74587,                0.89252,                0.96426,                0.90896,              0.0051542,              0.0051542,              0.0051542
                     95,                 1.0654,                0.61217,                 1.0395,                0.95092,                0.96696,                0.97707,                0.74695,                0.88996,                0.94756,                0.90772,              0.0051021,              0.0051021,              0.0051021
                     96,                 1.0564,                0.60441,                 1.0406,                0.95009,                0.96548,                0.97715,                0.74796,                0.88801,                0.92988,                0.90624,                0.00505,                0.00505,                0.00505
                     97,                 1.0409,                0.60302,                 1.0329,                0.94792,                 0.9625,                 0.9766,                0.74983,                0.88533,                0.91975,                0.90481,              0.0049979,              0.0049979,              0.0049979
                     98,                 1.0462,                0.59899,                 1.0288,                0.94945,                 0.9625,                0.97653,                0.75024,                0.88329,                0.90234,                 0.9042,              0.0049458,              0.0049458,              0.0049458
                     99,                 1.0401,                0.59839,                 1.0346,                0.95329,                0.96357,                0.97668,                 0.7505,                0.88051,                0.89433,                0.90325,              0.0048937,              0.0048937,              0.0048937
                    100,                 1.0361,                0.59401,                 1.0308,                0.95164,                0.96399,                0.97638,                 0.7527,                0.87898,                0.88612,                  0.903,              0.0048416,              0.0048416,              0.0048416
                    101,                 1.0413,                0.60322,                 1.0308,                0.94965,                0.96283,                0.97639,                0.75272,                0.87869,                0.88137,                0.90245,              0.0047895,              0.0047895,              0.0047895
                    102,                 1.0289,                 0.5832,                 1.0269,                0.94952,                0.96284,                0.97626,                0.75387,                0.87778,                0.87738,                 0.9022,              0.0047374,              0.0047374,              0.0047374
                    103,                 1.0295,                0.58938,                 1.0286,                0.94849,                0.96324,                0.97671,                0.75447,                0.87726,                0.86952,                0.90188,              0.0046853,              0.0046853,              0.0046853
                    104,                 1.0216,                0.58068,                 1.0255,                0.94725,                0.96346,                0.97692,                0.75403,                 0.8759,                0.86734,                0.90145,              0.0046332,              0.0046332,              0.0046332
                    105,                 1.0116,                0.57961,                   1.02,                 0.9484,                0.96432,                0.97707,                0.75454,                0.87463,                0.86839,                0.90073,              0.0045811,              0.0045811,              0.0045811
                    106,                 1.0147,                0.58216,                 1.0222,                0.95055,                0.96416,                0.97658,                0.75497,                0.87404,                0.86524,                0.89991,              0.0045289,              0.0045289,              0.0045289
                    107,                 1.0134,                0.57683,                 1.0246,                0.94989,                0.96487,                0.97662,                0.75474,                0.87283,                0.86199,                0.89955,              0.0044768,              0.0044768,              0.0044768
                    108,                 1.0077,                0.56856,                 1.0185,                0.94987,                0.96814,                0.97685,                0.75637,                0.87131,                0.86128,                0.89894,              0.0044247,              0.0044247,              0.0044247
                    109,                0.99748,                0.56321,                 1.0171,                0.94801,                 0.9684,                 0.9773,                0.75754,                0.87028,                0.85695,                0.89867,              0.0043726,              0.0043726,              0.0043726
                    110,                 1.0013,                0.55969,                 1.0196,                0.94803,                0.96852,                0.97739,                0.75793,                0.86873,                0.85593,                0.89812,              0.0043205,              0.0043205,              0.0043205
                    111,                 0.9934,                0.56285,                 1.0099,                0.94897,                0.96765,                0.97737,                0.75796,                0.86819,                0.85151,                0.89731,              0.0042684,              0.0042684,              0.0042684
                    112,                0.98243,                0.55563,                 1.0047,                0.94872,                0.96834,                 0.9773,                0.76042,                0.86633,                0.84743,                0.89683,              0.0042163,              0.0042163,              0.0042163
                    113,                0.97794,                0.55266,                 1.0105,                0.94771,                0.96848,                0.97736,                0.75894,                0.86461,                0.84543,                0.89607,              0.0041642,              0.0041642,              0.0041642
                    114,                0.98477,                0.55803,                 1.0078,                0.94764,                0.96731,                0.97735,                0.75967,                0.86328,                0.84525,                0.89565,              0.0041121,              0.0041121,              0.0041121
                    115,                 0.9703,                0.54479,                 1.0075,                0.94659,                0.96682,                0.97725,                0.75985,                0.86117,                 0.8432,                0.89487,                0.00406,                0.00406,                0.00406
                    116,                0.97155,                0.54123,                 1.0042,                0.94549,                0.96728,                0.97732,                0.76156,                 0.8596,                0.84049,                 0.8944,              0.0040079,              0.0040079,              0.0040079
                    117,                 0.9603,                0.54564,                 1.0038,                0.94567,                0.96785,                0.97739,                0.76234,                0.85903,                0.83552,                0.89397,              0.0039558,              0.0039558,              0.0039558
                    118,                0.96855,                   0.54,                 1.0049,                 0.9458,                 0.9682,                0.97753,                0.76273,                0.85677,                 0.8296,                0.89311,              0.0039037,              0.0039037,              0.0039037
                    119,                0.96239,                 0.5363,                 1.0058,                0.94574,                0.96808,                0.97747,                0.76353,                 0.8555,                0.82809,                0.89278,              0.0038516,              0.0038516,              0.0038516
                    120,                 0.9592,                0.53576,                0.99656,                0.94638,                0.96892,                0.97756,                0.76336,                0.85478,                0.82666,                0.89225,              0.0037995,              0.0037995,              0.0037995
                    121,                0.95092,                0.53588,                0.99802,                0.94493,                0.97059,                0.97759,                0.76546,                 0.8528,                0.82472,                0.89136,              0.0037474,              0.0037474,              0.0037474
                    122,                0.93806,                0.52216,                0.99169,                0.94603,                0.96832,                0.97767,                0.76468,                0.85184,                0.82223,                0.89073,              0.0036953,              0.0036953,              0.0036953
                    123,                0.94796,                0.52929,                0.99174,                0.94598,                0.96866,                0.97772,                0.76461,                0.85075,                 0.8179,                0.89045,              0.0036432,              0.0036432,              0.0036432
                    124,                0.94203,                0.52582,                0.98964,                0.94646,                0.96799,                0.97772,                0.76437,                0.85008,                0.81601,                0.88993,              0.0035911,              0.0035911,              0.0035911
                    125,                0.92736,                0.52455,                0.98245,                0.94666,                0.96822,                0.97778,                0.76579,                0.85032,                0.81102,                0.88978,              0.0035389,              0.0035389,              0.0035389
                    126,                0.92571,                0.51242,                0.98585,                0.94895,                0.96875,                 0.9778,                0.76566,                0.84887,                0.80538,                0.88932,              0.0034868,              0.0034868,              0.0034868
                    127,                0.93142,                0.52238,                 0.9882,                0.94936,                0.96883,                0.97783,                0.76632,                0.84795,                 0.8034,                0.88891,              0.0034347,              0.0034347,              0.0034347
                    128,                0.91231,                0.50653,                  0.984,                0.95056,                0.96895,                0.97784,                0.76708,                0.84611,                0.80095,                 0.8883,              0.0033826,              0.0033826,              0.0033826
                    129,                0.91646,                0.51144,                0.98574,                0.95095,                0.97115,                0.97851,                0.76702,                0.84471,                0.79627,                0.88775,              0.0033305,              0.0033305,              0.0033305
                    130,                0.91824,                0.51141,                0.98494,                0.95179,                0.97261,                0.97869,                0.76809,                0.84314,                0.79126,                0.88715,              0.0032784,              0.0032784,              0.0032784
                    131,                0.90977,                0.50311,                0.98146,                0.95097,                0.97222,                0.97804,                0.76878,                0.84192,                0.78807,                0.88659,              0.0032263,              0.0032263,              0.0032263
                    132,                0.90106,                0.50292,                 0.9798,                0.94963,                0.97218,                0.97805,                0.76895,                0.84111,                0.78488,                0.88648,              0.0031742,              0.0031742,              0.0031742
                    133,                0.90506,                0.50781,                   0.98,                0.95108,                0.97397,                0.97856,                0.76908,                0.83953,                0.78146,                0.88592,              0.0031221,              0.0031221,              0.0031221
                    134,                0.89375,                0.50051,                0.97525,                0.95347,                0.97307,                0.97864,                0.76911,                0.83853,                0.77793,                0.88535,                0.00307,                0.00307,                0.00307
                    135,                0.89143,                0.49973,                0.97395,                0.95313,                 0.9727,                 0.9788,                0.76992,                0.83703,                0.77473,                 0.8848,              0.0030179,              0.0030179,              0.0030179
                    136,                0.88816,                 0.4894,                 0.9716,                0.95279,                0.97282,                0.97881,                0.77077,                0.83544,                0.77232,                0.88416,              0.0029658,              0.0029658,              0.0029658
                    137,                0.87809,                 0.4886,                0.96599,                0.95454,                0.97254,                0.97906,                0.77023,                0.83411,                0.76953,                 0.8837,              0.0029137,              0.0029137,              0.0029137
                    138,                0.87958,                0.48252,                0.97102,                0.95489,                0.97258,                0.97917,                0.77122,                0.83351,                0.76556,                0.88337,              0.0028616,              0.0028616,              0.0028616
                    139,                0.88195,                0.48183,                0.97121,                0.95537,                0.97264,                0.97918,                0.77186,                 0.8319,                0.76428,                0.88303,              0.0028095,              0.0028095,              0.0028095
                    140,                0.86816,                0.47492,                  0.962,                0.95752,                0.97143,                0.97924,                0.77126,                 0.8305,                0.76203,                0.88237,              0.0027574,              0.0027574,              0.0027574
                    141,                0.86659,                0.48048,                0.96485,                0.95796,                0.97249,                0.97934,                0.77081,                0.82968,                0.75741,                0.88187,              0.0027053,              0.0027053,              0.0027053
                    142,                0.86875,                0.46928,                0.95933,                0.95784,                0.97257,                0.97951,                0.77187,                0.82933,                0.75368,                0.88139,              0.0026532,              0.0026532,              0.0026532
                    143,                 0.8599,                0.47371,                0.96024,                0.95552,                0.97249,                0.97957,                0.77229,                0.82767,                 0.7508,                  0.881,              0.0026011,              0.0026011,              0.0026011
                    144,                0.86816,                0.47623,                0.96582,                0.95538,                0.97257,                0.97961,                0.77336,                0.82691,                0.74784,                0.88063,              0.0025489,              0.0025489,              0.0025489
                    145,                0.83983,                0.46163,                0.95917,                0.95541,                0.97266,                0.97962,                0.77421,                0.82648,                0.74453,                0.88057,              0.0024968,              0.0024968,              0.0024968
                    146,                 0.8379,                0.46029,                0.95521,                0.95553,                0.97272,                0.97967,                0.77485,                0.82517,                0.74235,                0.88008,              0.0024447,              0.0024447,              0.0024447
                    147,                0.84429,                0.46498,                0.95553,                0.95561,                0.97283,                0.97972,                 0.7746,                0.82418,                0.74098,                0.87951,              0.0023926,              0.0023926,              0.0023926
                    148,                0.83034,                0.45759,                 0.9563,                0.95619,                 0.9729,                0.97973,                0.77591,                0.82382,                0.73587,                0.87914,              0.0023405,              0.0023405,              0.0023405
                    149,                0.83085,                0.45321,                0.95234,                0.95711,                0.97348,                0.97982,                0.77634,                 0.8229,                0.73089,                0.87877,              0.0022884,              0.0022884,              0.0022884
                    150,                0.82899,                0.45281,                0.95041,                0.95698,                0.97367,                0.97982,                  0.777,                0.82147,                0.72262,                0.87821,              0.0022363,              0.0022363,              0.0022363
                    151,                0.82626,                0.44479,                0.95014,                0.95738,                 0.9738,                0.97982,                0.77709,                0.82042,                0.71624,                0.87782,              0.0021842,              0.0021842,              0.0021842
                    152,                0.82118,                0.44981,                0.94871,                0.95749,                0.97384,                 0.9798,                0.77762,                0.81871,                0.71077,                0.87707,              0.0021321,              0.0021321,              0.0021321
                    153,                0.80849,                0.44051,                0.94455,                0.95755,                0.97399,                0.97991,                0.77991,                0.81672,                 0.7055,                0.87689,                0.00208,                0.00208,                0.00208
                    154,                0.80765,                0.44177,                0.94673,                0.95834,                0.97411,                0.97989,                0.77834,                0.81564,                 0.7008,                0.87614,              0.0020279,              0.0020279,              0.0020279
                    155,                0.80153,                0.43545,                0.94555,                 0.9583,                0.97423,                0.97989,                0.78031,                0.81511,                0.69503,                0.87585,              0.0019758,              0.0019758,              0.0019758
                    156,                0.80606,                0.44244,                0.94635,                0.95829,                0.97424,                0.97993,                0.77996,                0.81439,                0.69181,                 0.8754,              0.0019237,              0.0019237,              0.0019237
